listing.address.neighborhood;listing.mountainview;listing.sauna;listing.pricingInfo.monthlyCondoFee;listing.address.level;listing.bathrooms;listing.displayAddressType;listing.preview;listing.totalAreas;listing.sportcourt;listing.unitTypes;listing.pricingInfo.rentalPrice;listing.hottub;listing.bedrooms;listing.pricingInfo.period;listing.fireplace;listing.guestpark;listing.soundproofing;listing.gym;listing.floors;listing.playground;listing.partyhall;listing.unitsOnTheFloor;listing.backyard;listing.usageTypes;listing.garden;listing.barbgrill;listing.acceptExchange;listing.usableAreas;listing.furnished;listing.pricingInfo.yearlyIptu;listing.unitFloor;listing.businessTypeContext;listing.tenniscourt;listing.parkingSpaces;listing.address.zone;type;listing.address.city;imvl_type;listing.suites;listing.bathtub;listing.pool
Moneró;False;False;300.0;STREET;2;STREET;False;48.0;False;APARTMENT;1.0;False;1;mês;False;False;False;False;3;False;False;4;False;RESIDENTIAL;False;False;True;48;False;103.0;0;RENTAL;False;0.0;Ilha do Governador;premium;Rio de Janeiro;apartamentos;0;False;False
Freguesia;False;False;500.0;STREET;1;ALL;False;94.0;False;APARTMENT;1.35;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;94;False;90.0;0;RENTAL;False;1.0;Ilha do Governador;normal;Rio de Janeiro;apartamentos;1;False;False
Copacabana;False;False;1.8;STREET;3;STREET;False;160.0;False;APARTMENT;3.2;False;3;mês;False;False;False;False;7;False;False;2;False;RESIDENTIAL;False;False;True;160;True;350.0;0;RENTAL;False;1.0;Zona Sul;premium;Rio de Janeiro;apartamentos;1;False;False
normal;False;False;630.0;STREET;1;STREET;False;75.0;False;APARTMENT;1.3;False;2;mês;False;False;False;False;14;True;True;6;False;RESIDENTIAL;False;False;False;70;False;64.0;0;RENTAL;False;1.0;normal;premium;Rio de Janeiro;apartamentos;0;False;False
Botafogo;False;False;1.325;STREET;1;ALL;False;52.0;False;APARTMENT;1.8;False;1;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;52;False;111.0;0;RENTAL;False;1.0;Zona Sul;superPremium;Rio de Janeiro;apartamentos;1;False;False
Jacarepaguá;False;False;1.1;STREET;2;ALL;False;70.0;False;APARTMENT;2.15;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;70;False;120.0;0;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;apartamentos;1;False;False
normal;False;False;348.0;STREET;1;ALL;False;120.0;False;APARTMENT;1.1;False;2;mês;False;False;False;False;4;False;False;4;False;RESIDENTIAL;False;False;False;60;False;103.0;1;RENTAL;False;0.0;normal;premium;Rio de Janeiro;apartamentos;0;False;False
Jardim Sulacap;False;False;150.0;STREET;1;ALL;False;56.0;False;APARTMENT;1.15;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;56;False;103.0;0;RENTAL;False;1.0;Zona Oeste;superPremium;Rio de Janeiro;apartamentos;1;False;False
Leblon;False;False;1.05;STREET;1;ALL;False;93.0;False;APARTMENT;3.2;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;93;False;384.0;0;RENTAL;False;1.0;Zona Sul;premium;Rio de Janeiro;apartamentos;1;False;False
Jacarepaguá;False;True;510.0;STREET;1;STREET;False;50.0;True;APARTMENT;1.1;False;2;mês;False;False;False;True;4.0;True;True;12;False;RESIDENTIAL;False;True;False;50;True;83.0;0;RENTAL;True;1.0;Zona Oeste;premium;Rio de Janeiro;apartamentos;0;False;True
Copacabana;False;False;670.0;STREET;1;ALL;False;50.0;False;APARTMENT;1.863;False;1;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;50;False;270.0;0;RENTAL;False;0.0;Zona Sul;premium;Rio de Janeiro;apartamentos;0;False;False
Jacarepaguá;False;False;1.1;STREET;2;ALL;False;70.0;False;APARTMENT;2.15;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;70;False;120.0;0;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;apartamentos;1;False;False
normal;False;False;348.0;STREET;1;ALL;False;120.0;False;APARTMENT;1.1;False;2;mês;False;False;False;False;4;False;False;4;False;RESIDENTIAL;False;False;False;60;False;103.0;1;RENTAL;False;0.0;normal;premium;Rio de Janeiro;apartamentos;0;False;False
Méier;False;False;630.0;STREET;2;STREET;False;80.0;False;APARTMENT;1.1;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;True;80;False;55.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;apartamentos;0;False;False
Tijuca;False;False;500.0;STREET;1;ALL;False;65.0;False;APARTMENT;1.6;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;65;False;84.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;apartamentos;0;False;False
Tijuca;False;False;800.0;STREET;1;STREET;False;80.0;False;APARTMENT;1.6;False;2;mês;False;False;False;False;10;False;False;6;False;RESIDENTIAL;False;False;False;80;False;91.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;apartamentos;0;False;False
Vila Isabel;False;False;416.0;STREET;1;ALL;False;115.0;False;APARTMENT;1.5;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;115;False;91.0;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;apartamentos;1;False;False
Leme;False;False;1.2;STREET;2;STREET;False;90.0;False;APARTMENT;2.4;False;3;mês;False;False;False;False;11;False;False;8;False;RESIDENTIAL;False;False;False;90;False;280.0;0;RENTAL;False;0.0;Zona Sul;normal;Rio de Janeiro;apartamentos;0;False;False
Recreio Dos Bandeirantes;False;True;877.0;STREET;2;ALL;False;94.0;True;APARTMENT;1.898;False;2;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;94;True;223.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;apartamentos;2;False;True
Méier;False;False;614.0;STREET;2;STREET;False;120.0;False;APARTMENT;1.0;False;1;mês;False;False;False;False;10;False;False;0;False;RESIDENTIAL;False;False;True;50;False;51.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;apartamentos;1;False;False
Jardim Guanabara;False;False;235.0;STREET;2;ALL;False;85.0;False;APARTMENT;2.5;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;85;False;103.0;0;RENTAL;False;1.0;Ilha do Governador;normal;Rio de Janeiro;apartamentos;1;False;False
Grajaú;False;False;785.0;STREET;2;ALL;False;67.0;False;APARTMENT;1.58;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;67;False;67.0;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;apartamentos;0;False;False
Leblon;False;False;1.23;STREET;2;STREET;False;120.0;False;APARTMENT;7.5;False;2;mês;False;False;False;False;16;True;False;4;False;RESIDENTIAL;False;False;False;80;True;420.0;0;RENTAL;False;2.0;Zona Sul;normal;Rio de Janeiro;apartamentos;1;False;False
Barra da Tijuca;False;False;1.4;STREET;3;ALL;False;90.0;False;APARTMENT;2.0;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;90;False;213.0;0;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;apartamentos;1;False;False
Recreio Dos Bandeirantes;False;False;750.0;STREET;2;ALL;False;75.0;False;APARTMENT;1.6;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;75;False;150.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;apartamentos;1;False;False
Centro;False;False;270.0;STREET;1;ALL;False;120.0;False;APARTMENT;1.15;False;1;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;40;True;103.0;2;RENTAL;False;0.0;Zona Central;normal;Rio de Janeiro;apartamentos;0;False;False
Cachambi;False;False;300.0;STREET;1;ALL;False;58.0;False;APARTMENT;1.1;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;58;False;103.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;apartamentos;1;False;False
Flamengo;False;False;1.75;STREET;4;STREET;False;175.0;False;APARTMENT;3.95;False;4;mês;False;False;False;False;18;False;False;2;False;RESIDENTIAL;False;False;False;170;False;490.0;8;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;1;False;False
Recreio Dos Bandeirantes;False;False;804.0;STREET;3;STREET;False;88.0;False;APARTMENT;2.755;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;True;88;False;207.0;0;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;apartamentos;3;False;False
normal;False;False;1.245;STREET;2;STREET;False;120.0;False;APARTMENT;2.5;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;100;False;265.0;0;RENTAL;False;0.0;normal;premium;Rio de Janeiro;apartamentos;1;False;False
Camorim;False;True;900.0;STREET;2;STREET;False;88.0;True;APARTMENT;2.0;False;3;mês;False;False;False;True;12;True;True;0;False;RESIDENTIAL;False;True;False;88;False;103.0;0;SALE;False;2.0;Zona Oeste;premium;Rio de Janeiro;apartamentos;1;False;False
Lagoa;False;False;4.795;CITY;3;ALL;False;312.0;False;APARTMENT;9.5;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;312;False;1.569;0;RENTAL;False;3.0;Zona Sul;superPremium;Rio de Janeiro;apartamentos;3;False;False
Copacabana;False;False;2.212;STREET;5;ALL;False;300.0;False;APARTMENT;10.0;False;4;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;300;False;1.0;0;RENTAL;False;1.0;Zona Sul;superPremium;Rio de Janeiro;apartamentos;1;False;False
Botafogo;False;False;700.0;STREET;1;STREET;False;60.0;False;APARTMENT;1.8;False;1;mês;False;False;False;False;8;False;False;6;False;RESIDENTIAL;False;False;False;60;False;103.0;0;RENTAL;False;0.0;Zona Sul;normal;Rio de Janeiro;apartamentos;0;False;False
Glória;False;False;630.0;STREET;1;ALL;False;51.0;False;APARTMENT;1.5;False;1;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;False;False;51;False;103.0;0;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;0;False;False
Freguesia;False;False;406.0;STREET;1;STREET;False;86.0;False;APARTMENT;2.2;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;86;False;1.299;0;RENTAL;False;1.0;Ilha do Governador;normal;Rio de Janeiro;apartamentos;0;False;True
normal;False;False;1.05;STREET;1;STREET;False;120.0;False;APARTMENT;4.43;False;3;mês;False;False;False;False;4.0;False;True;0;False;RESIDENTIAL;True;False;False;170;True;320.0;0;RENTAL;False;0.0;normal;premium;Rio de Janeiro;apartamentos;2;False;False
Jardim Guanabara;False;True;710.0;STREET;3;ALL;False;100.0;False;APARTMENT;3.36;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;True;False;100;True;262.0;0;RENTAL;False;2.0;Ilha do Governador;superPremium;Rio de Janeiro;apartamentos;1;False;True
Cachambi;False;False;759.0;STREET;1;ALL;False;74.0;True;APARTMENT;1.0;False;2;mês;False;False;False;False;4.0;False;True;0;False;RESIDENTIAL;False;True;False;74;False;103.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;apartamentos;1;False;True
Copacabana;False;False;890.0;STREET;1;ALL;False;58.0;False;APARTMENT;1.741;False;1;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;58;True;116.0;0;RENTAL;False;0.0;Zona Sul;normal;Rio de Janeiro;apartamentos;1;False;False
Copacabana;False;False;561.0;STREET;1;STREET;False;34.0;False;APARTMENT;1.25;False;1;mês;False;False;False;False;10;False;False;8;False;RESIDENTIAL;False;False;False;34;False;77.0;10;SALE;False;0.0;Zona Sul;premium;Rio de Janeiro;apartamentos;0;False;False
Barra da Tijuca;False;True;1.15;STREET;1;STREET;False;55.0;False;APARTMENT;1.8;False;1;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;False;False;55;True;350.0;3;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;apartamentos;0;False;True
normal;False;False;850.0;STREET;1;ALL;False;120.0;False;APARTMENT;1.6;False;1;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;51;False;161.0;0;RENTAL;False;0.0;normal;premium;Rio de Janeiro;apartamentos;0;False;False
Tijuca;False;False;1.78;STREET;2;STREET;False;155.0;False;APARTMENT;3.0;False;3;mês;False;False;False;False;10;True;False;2;False;RESIDENTIAL;False;False;False;135;False;239.0;0;RENTAL;False;2.0;Zona Norte;premium;Rio de Janeiro;apartamentos;1;False;False
Jardim Botânico;False;False;1.249;STREET;2;STREET;False;120.0;False;APARTMENT;3.5;False;3;mês;False;False;False;False;8;False;False;2;False;RESIDENTIAL;False;False;False;100;False;280.0;0;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;1;False;False
Copacabana;False;False;547.0;STREET;1;STREET;False;120.0;False;APARTMENT;1.5;False;1;mês;False;False;False;False;10;False;False;10;False;RESIDENTIAL;False;False;True;35;True;79.0;0;RENTAL;False;0.0;Zona Sul;premium;Rio de Janeiro;apartamentos;0;False;False
Barra da Tijuca;False;False;962.0;STREET;3;ALL;False;79.0;False;APARTMENT;1.7;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;79;False;182.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;apartamentos;1;False;False
Tijuca;False;False;900.0;NEIGHBORHOOD;2;STREET;False;90.0;False;APARTMENT;1.6;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;90;False;180.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;apartamentos;0;False;False
Botafogo;False;False;605.0;STREET;1;NEIGHBORHOOD;False;60.0;False;APARTMENT;2.0;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;60;False;103.0;0;RENTAL;False;0.0;Zona Sul;normal;Rio de Janeiro;apartamentos;0;False;False
Laranjeiras;False;False;1.1;STREET;2;ALL;False;95.0;False;APARTMENT;3.2;False;3;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;95;False;75.0;0;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;1;False;False
Méier;False;False;367.0;STREET;1;ALL;False;60.0;False;APARTMENT;1.15;False;2;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;60;False;103.0;0;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;apartamentos;0;False;False
Glória;False;False;798.0;STREET;1;STREET;False;72.0;False;APARTMENT;2.6;False;2;mês;False;False;False;False;4.0;False;True;6;False;RESIDENTIAL;False;False;True;72;False;153.0;0;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;0;False;False
Barra da Tijuca;False;False;1.722;STREET;3;ALL;False;163.0;False;APARTMENT;3.8;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;163;False;479.0;0;RENTAL;False;2.0;Zona Oeste;superPremium;Rio de Janeiro;apartamentos;1;False;False
Barra da Tijuca;False;True;2.128;STREET;2;ALL;False;130.0;True;APARTMENT;4.0;False;2;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;130;False;493.0;0;RENTAL;False;2.0;Zona Oeste;superPremium;Rio de Janeiro;apartamentos;1;False;True
Méier;False;False;450.0;STREET;1;ALL;False;50.0;False;APARTMENT;1.3;False;2;mês;False;False;False;False;4.0;False;True;0;False;RESIDENTIAL;False;False;False;50;False;11.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;apartamentos;0;False;False
Copacabana;False;False;1.648;STREET;2;ALL;False;120.0;False;APARTMENT;2.0;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;128;False;331.0;0;RENTAL;False;2.0;Zona Sul;premium;Rio de Janeiro;apartamentos;0;False;False
Jardim Oceanico;False;True;1.5;STREET;2;ALL;False;180.0;False;APARTMENT;3.9;False;4;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;180;False;309.0;0;RENTAL;False;2.0;Zona Sul;normal;Rio de Janeiro;apartamentos;1;False;True
Copacabana;False;False;522.0;STREET;1;ALL;False;33.0;False;APARTMENT;2.5;False;1;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;33;False;73.0;0;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;1;False;False
Taquara;False;False;525.0;STREET;1;ALL;False;65.0;True;APARTMENT;1.1;False;2;mês;False;False;False;False;4.0;True;False;0;False;RESIDENTIAL;False;True;False;65;False;38.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;apartamentos;0;False;True
Leblon;False;False;6.0;STREET;3;ALL;False;205.0;False;APARTMENT;7.9;False;4;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;205;False;1.215;0;RENTAL;False;2.0;Zona Sul;superPremium;Rio de Janeiro;apartamentos;2;False;False
Ipanema;False;False;1.3;STREET;2;ALL;False;90.0;False;APARTMENT;4.1;False;2;mês;False;False;False;False;4.0;True;False;0;False;RESIDENTIAL;False;False;False;90;False;395.0;10;RENTAL;False;1.0;Zona Sul;premium;Rio de Janeiro;apartamentos;1;False;False
Bonsucesso;False;False;300.0;STREET;1;STREET;False;58.0;False;APARTMENT;1.1;False;2;mês;False;False;False;False;5;False;False;8;False;RESIDENTIAL;False;False;True;58;False;103.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;apartamentos;0;False;False
Leme;False;False;570.0;STREET;1;STREET;False;55.0;False;APARTMENT;1.95;False;2;mês;False;False;False;False;10;False;False;4;False;RESIDENTIAL;False;False;True;55;False;89.0;0;RENTAL;False;0.0;Zona Sul;premium;Rio de Janeiro;apartamentos;0;False;False
Botafogo;False;False;1.15;STREET;3;ALL;False;110.0;False;APARTMENT;3.8;False;3;mês;False;False;False;False;5;False;False;2;False;RESIDENTIAL;False;False;False;110;True;240.0;5;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;1;False;False
Laranjeiras;False;False;655.0;STREET;1;STREET;False;63.0;False;APARTMENT;2.9;False;2;mês;False;False;False;False;10;True;True;4;False;RESIDENTIAL;False;False;True;63;True;117.0;0;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;0;False;False
Flamengo;False;False;571.0;STREET;1;ALL;False;40.0;False;APARTMENT;1.6;False;1;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;40;False;73.0;0;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;1;False;False
Laranjeiras;False;False;655.0;STREET;1;STREET;False;63.0;False;APARTMENT;2.9;False;2;mês;False;False;False;False;10;True;True;4;False;RESIDENTIAL;False;False;True;63;True;117.0;0;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;0;False;False
Flamengo;False;False;571.0;STREET;1;ALL;False;40.0;False;APARTMENT;1.6;False;1;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;40;False;73.0;0;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;1;False;False
Santa Teresa;False;False;145.0;STREET;1;ALL;False;120.0;False;APARTMENT;1.5;False;1;mês;False;False;False;False;3;False;False;1;False;RESIDENTIAL;False;False;False;50;False;103.0;3;RENTAL;False;0.0;Zona Central;normal;Rio de Janeiro;apartamentos;0;False;False
Ipanema;False;False;431.0;STREET;1;STREET;False;120.0;False;APARTMENT;1.895;False;1;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;True;False;True;35;False;124.0;0;RENTAL;False;1.0;Zona Sul;premium;Rio de Janeiro;apartamentos;1;False;False
Recreio Dos Bandeirantes;False;False;1.1;STREET;5;ALL;False;180.0;False;APARTMENT;1.5;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;180;False;350.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;apartamentos;3;False;False
Barra da Tijuca;False;True;783.0;STREET;1;ALL;False;60.0;False;APARTMENT;1.63;False;2;mês;False;False;False;True;12;True;True;6;False;RESIDENTIAL;False;True;False;60;True;91.0;3;RENTAL;False;1.0;Zona Oeste;superPremium;Rio de Janeiro;apartamentos;0;False;True
Flamengo;False;False;416.0;STREET;2;ALL;False;70.0;False;APARTMENT;2.1;False;1;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;70;False;124.0;0;RENTAL;False;0.0;Zona Sul;premium;Rio de Janeiro;apartamentos;0;False;False
Barra da Tijuca;False;True;1.224;STREET;2;STREET;False;120.0;False;APARTMENT;2.8;False;2;mês;False;False;False;True;14;False;True;14;False;RESIDENTIAL;False;False;False;77;True;190.0;0;SALE;False;1.0;Zona Oeste;normal;Rio de Janeiro;apartamentos;2;False;True
Méier;False;False;700.0;STREET;2;ALL;False;75.0;True;APARTMENT;1.2;False;2;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;75;False;84.0;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;apartamentos;0;False;False
Lagoa;False;False;1.021;STREET;2;STREET;False;75.0;False;APARTMENT;3.0;False;3;mês;False;False;False;False;6;False;False;4;False;RESIDENTIAL;False;False;False;75;False;287.0;0;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;1;False;False
Copacabana;False;False;235.0;STREET;0;STREET;False;56.0;False;APARTMENT;3.0;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;True;56;False;103.0;0;RENTAL;False;1.0;Zona Sul;premium;Rio de Janeiro;apartamentos;1;False;False
Ipanema;False;False;4.0;STREET;4;ALL;False;200.0;False;APARTMENT;18.0;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;200;False;1.78;0;RENTAL;False;2.0;Zona Sul;superPremium;Rio de Janeiro;apartamentos;1;False;False
Barra da Tijuca;False;True;750.0;STREET;1;STREET;False;55.0;True;APARTMENT;1.3;False;2;mês;False;True;False;True;20;False;True;10;False;RESIDENTIAL;False;True;False;55;False;111.0;0;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;apartamentos;0;False;True
Méier;False;False;525.0;STREET;1;STREET;False;120.0;False;APARTMENT;1.0;False;2;mês;False;False;False;False;18;False;True;7;False;RESIDENTIAL;False;True;True;45;False;54.0;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;apartamentos;0;False;False
Leblon;False;False;5.0;STREET;0;STREET;False;280.0;False;APARTMENT;14.0;False;3;mês;False;False;False;False;7;False;False;1;False;RESIDENTIAL;False;False;True;280;False;2.0;0;RENTAL;False;2.0;Zona Sul;superPremium;Rio de Janeiro;apartamentos;3;False;False
Laranjeiras;False;False;637.0;STREET;1;STREET;False;67.0;False;APARTMENT;2.2;False;2;mês;False;False;False;False;4;False;False;4;False;RESIDENTIAL;False;False;False;67;False;106.0;0;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;0;True;False
normal;False;False;710.0;STREET;1;ALL;False;115.0;False;APARTMENT;1.5;False;2;mês;False;False;False;False;9;False;False;4;False;RESIDENTIAL;False;False;False;113;False;95.0;3;RENTAL;False;1.0;normal;premium;Rio de Janeiro;apartamentos;0;False;False
Copacabana;False;False;824.0;STREET;1;ALL;False;69.0;False;APARTMENT;2.5;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;69;False;228.0;0;RENTAL;False;1.0;Zona Sul;premium;Rio de Janeiro;apartamentos;1;False;False
Leblon;False;False;1.9;STREET;2;ALL;False;90.0;False;APARTMENT;3.5;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;90;False;450.0;0;RENTAL;False;1.0;Zona Sul;normal;Rio de Janeiro;apartamentos;1;False;False
Vila Isabel;False;False;400.0;STREET;3;ALL;False;90.0;False;APARTMENT;1.255;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;90;False;103.0;0;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;apartamentos;1;False;False
Barra da Tijuca;False;False;950.0;STREET;3;ALL;False;177.0;False;APARTMENT;5.7;False;3;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;177;True;503.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;apartamentos;1;False;False
normal;False;False;1.682;STREET;3;ALL;False;101.0;False;APARTMENT;4.8;False;3;mês;False;False;False;False;5;True;False;4;False;RESIDENTIAL;False;False;False;101;False;453.0;0;SALE;False;2.0;normal;normal;Rio de Janeiro;apartamentos;1;False;False
Recreio Dos Bandeirantes;False;True;1.224;STREET;1;ALL;False;87.0;False;APARTMENT;1.0;False;3;mês;False;False;False;True;4.0;False;True;0;False;RESIDENTIAL;False;False;False;87;False;177.0;0;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;apartamentos;1;False;True
Leblon;False;False;618.0;STREET;1;ALL;False;50.0;True;APARTMENT;2.7;False;1;mês;False;False;False;False;4.0;True;True;0;False;RESIDENTIAL;False;True;False;50;False;158.0;0;RENTAL;False;0.0;Zona Sul;premium;Rio de Janeiro;apartamentos;0;False;False
Vila Isabel;False;False;470.0;STREET;1;STREET;False;120.0;False;APARTMENT;1.15;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;True;53;False;103.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;apartamentos;0;False;False
Praça da Bandeira;False;False;598.0;STREET;1;ALL;False;57.0;True;APARTMENT;1.2;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;True;False;57;False;103.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;apartamentos;1;False;False
Copacabana;False;False;440.0;STREET;1;ALL;False;40.0;False;APARTMENT;2.1;False;1;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;40;True;103.0;0;RENTAL;False;0.0;Zona Sul;premium;Rio de Janeiro;apartamentos;0;False;False
Maracanã;False;False;700.0;STREET;1;ALL;False;80.0;False;APARTMENT;1.65;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;80;False;197.0;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;apartamentos;0;False;False
Alto da Boa Vista;False;False;500.0;STREET;1;STREET;False;45.0;False;APARTMENT;1.25;False;1;mês;False;False;False;False;4;False;False;4;False;RESIDENTIAL;False;False;True;45;False;103.0;0;RENTAL;False;0.0;Zona Norte;superPremium;Rio de Janeiro;apartamentos;0;False;False
Engenho De Dentro;False;False;160.0;STREET;1;STREET;False;120.0;False;APARTMENT;1.0;False;2;mês;False;False;False;False;4.0;False;False;0;False;RESIDENTIAL;False;False;False;73;False;40.0;0;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;apartamentos;0;False;False
